【民谣盛宴】100首必听欧美民谣,欧美-民谣-乡村,介绍：民谣是什么？民谣是一壶酒我有一壶酒，足以慰风尘。民谣是什么？民谣是一朵花，你若是盛开，清风自会来。喜欢民谣，民谣像是一位说书人，不紧不慢的讲述曾经那动人的故事。现在，就让我们来倾听欧美的民谣故事吧！,61万,30769556,100,3306
【Pitchfork】90年代最佳250首歌曲,欧美-R&B/Soul-摇滚,介绍：2022.09.28创建知名乐评机构Pitchfork评出90年代最佳单曲Top 250，Mariah Carey经典名曲Fantasy (Remix)荣获第一。入选歌曲最多的男歌手 Dr. Dre，The Notorious B.I.G. 4首；Elliott Smith 3首；入选歌曲最多的女歌手 Fiona Apple，Janet Jackson，冰岛女王(缺) 3首；入选歌曲最多的乐队/组合 Radiohead，A Tribe Called Quest，OutKast 3首；入选歌曲最多的专辑 OK Computer 3首；Goo，The Low End Theory，loveless，Funky Divas，The Bodyguard - Original Soundtrack Album，Janet.，Debut(缺)，Live Through This，Daydream，The Score，Tidal，Either/Or，Life After Death，The Miseducation of Lauryn Hill，Aquemini 2首。缺少的3首歌曲均来自某位冰岛女歌手：2.Hyperballad93.Human Behaviour195.Venus as a Boy,384,8918,247,41
经典而又浪漫的爵士乐，绝不能错过,欧美-爵士-浪漫,介绍：2018年4月1日，“睡音乐”网易云音乐•亚朵轻居在成都春熙路旁正式开业，内设古典乐主题房、爵士乐主题房、EDM主题房、民谣主题房；该歌单为爵士乐主题房量身定制。,8347,460423,100,32
Future Bounce⚡弹跳音律，失重金属领域,欧美-电子-兴奋,介绍：Future Bounce作为Future House的子类曲风，其无限活力弹跳与亢奋弹性音律往往表达出一种积极向上的情感。在饱满的听感与金属灵动质感中心随音动，不断唤醒多巴胺。Future Bounce⚡弹跳音律，失重金属领域,24,2090,130,1
慵懒鼓点 舒服到骨子里,欧美-流行-放松,介绍：标签：鼓点、慵懒、放松封面人物：斯密斯舒服的鼓点 舒服的嗓音 舒服的享受 歌单经过调整 前部分为节奏节慵懒 后面部分为前奏较长的耐心有惊喜,37241,2709025,19,247
『怀旧欧美』百首不得不听的英文经典,经典-欧美-流行,介绍：音乐不多说，大家慢慢听。这些是我精选出的我最喜欢的英文经典曲目，只需闭上眼欣赏，这就是我的唯一要求(＾ω＾)温馨提示:如点进来了，请调成随机播放，每首歌都好听哦(*￣︶￣),17821,1483077,100,32
运动不息｜保持速度 尽享呼吸间的酣畅淋漓,欧美-兴奋-运动,介绍：当我跑步摘下眼镜时，我周围一片迷茫，只感觉前方到处星光斑斓；当我戴上眼镜往前奔跑，我只看见了最亮的那个灯光指引着我前行……或许跑步的意义在于，为你的人生指向光明的航道!,835,62531,21,评论
英语课上的那些英文歌【青春印象】,欧美-流行-怀旧,介绍：在学校时，背单词是不是最让你头疼的事之一呢？每天英语课前听写单词是否成为了你的“小噩梦”呢？听写没及格不罚写还好，一罚写就要累成狗喽！不过亲爱的英语老师似乎没从来没有放弃过我们，利用课前课间的英文歌很快让“小学霸”们爱上了英语学习！哪首英文歌让你记忆深刻呢？哪首歌音乐一响就让你想起你亲爱的英文老师呢？快来听听君君的歌单，一定有你想要的！！！,30万,17662596,54,1809
「欧美」比伯 萌德 戳爷 碧梨 断眉 黄老板.,欧美-流行,介绍：收藏的都是个人喜爱的歌曲 大部分是比伯的 建议随机播放,62962,5889756,60,140
『欧美风』节奏感｜运动｜醒脑｜耳孕专用,流行-运动-欧美,介绍：自律更自由 :)堅持運動和學習保持自律自信獨立,31358,4295821,208,736
女声控 | 愿你被这世界温柔以待,快乐-治愈-欧美,介绍：愿你被这世界温柔以待即使生命总以刻薄荒芜相欺封面:俄罗斯莫斯科小姐姐Mariains：mad.mad.alien,7628,686551,142,44
迷醉微醺R&B｜灵魂比肉欲要性感得多,欧美-R&B/Soul-夜晚,介绍：“一次又一次觉得，灵魂比肉欲要性感得多”欧美R&B与温柔甜美、低沉妖娆、具有磁性的女声完美融合。使听觉沦陷，惊艳你的双耳。,308,27512,44,1
『Taylor·Swift』美国甜心的音乐世界！全集,欧美-流行-浪漫,介绍：欢迎来的美国甜心小姐的治愈世界，祝你拥有充满活力的一天~,3043,219427,131,25
晚安曲‖开普勒的浪漫 只有银河知道,欧美-夜晚-安静,介绍：今天月亮很圆做个好梦积攒勇气开始新的一天吧那我就长话短说晚安创建日期：11.28封面来源网络,61230,3073272,33,391
冬日氛围｜寂寥旋律 虚无缥缈的疏离,欧美-夜晚-安静,介绍：失眠的人就像在浓浓夜色中滑动船桨的游船人，每一道涟漪的波动，都让心绪更加难平。孤单的感觉仿佛被无限量的放大。每当这个时候我会去寻找一些音乐，它像一座灯塔，带我入梦。希望在失眠的夜晚能够帮你找到入梦的方向，翘首企盼它能带你进入甜美的梦乡,355,44602,37,5
「PB-R&B 」另类迷幻的空灵音律。,欧美-另类/独立-R&B/Soul,介绍：PBR&B也可以称为独立R&B或另类R&B，它通过合成器制造出一种冰冷空旷的感觉。并结合嘻哈、电子、迷幻摇滚和氛围音乐的元素，使歌曲在质感上得到升华。PBR&B发源于21世纪00年代末期，大约在2008、2009年。在当代R&B逐渐没落的时候，这种新型的R&B音乐形式就应运而生了。本歌单PBR&B/Soul/city pop,53085,4535001,159,256
trap，嘻哈榜，（最洗脑的歌曲）,金属-说唱-欧美,介绍：每首都洗脑，超强后劲，自己都不敢经常听这歌单怕自己的，颈骨都摇断了,21953,1714489,596,100
新迷幻/Dreampop｜灵魂泳池,欧美-另类/独立-摇滚,介绍：Neo-psychedelia， Dreampop， Trip-hop， Shoegaze， etc,20351,663892,612,75
黑胶酒馆|耳畔的浪漫眼中的你,欧美-爵士-酒吧,介绍：在某个细雨绵绵的午后，与你相约在黑胶酒馆。耳畔聆听着经典浪漫的旋律，眼中的你笑靥如花。喜欢是我想偷偷藏在心里，却不由自主从眼睛跑出来。世界上最美的相遇，是两个有知觉的灵魂认出了彼此，灵魂需要碰撞才能感知彼此的分量和质地。一个眼神，某种频率，那瞬间特有的心有灵犀都是彼此才懂的。,81,6941,39,评论
『欧美前奏控』论歌曲前奏的重要性,欧美-流行-兴奋,介绍：歌曲如果没有前奏的话会使得歌曲开始的特别突兀，前奏有一个很重要的过渡作用 (只是个人观点，但是有的无前奏歌曲也是很惊艳的)前奏决定了歌曲的第一印象，本单歌曲最大的特点就是旋律响起，就会让你深深爱上这首歌。,19万,16425434,185,1274
溫柔宇宙的核心,欧美-放松-电子,介绍：漫長的飛行與遺忘慾望漂浮在外太空的 漁網星球沒有光宇航員穿著厚厚的隔離服他們看不見各自的睫毛眼裏閃著親吻和迷茫,54117,3092220,613,352
郊游必备丨沿路的旅途邂逅美妙的奇遇,欧美-旅行-放松,介绍：春日是明亮的。捕捉心动节拍，撞入春风怀中。一切关于罗曼史的浪漫念想，都可以在春日实现。在路上，不同的时间地点总意味着不同的心情。有人堵在上班路上，身心俱疲；有人自驾在旷野，独享孤寂；有人在回家途中，心怀期待；也有人前往未知，满是忐忑。但无论在什么样的路上，都没有关系。在路上，其实就是最好的状态，因为已出发，却未抵达。───────────────────────────持续更新,4675,420611,68,19
Chill Time丨一个人的惬意与安宁,欧美-夜晚-放松,介绍：一个人，一杯咖啡，静享一段独处时光，随意翻阅一本喜欢的书，听一曲舒缓悠扬的音乐，让那种美好充溢在你身上每一个细胞之中，做回最真实的自己，回归精神的安宁，远离喧嚣，舒缓，自然，惬意才是生活应有的样子。───────────────────────────持续更新,6,123,81,评论
开口就爱上的欧美音乐【慎点！】,欧美-流行-电子,介绍：heyy..大家！一晃六年过去了，时光飞逝、物是人非，但音乐永远都在。,117万,63298772,66,2441
戳爷 六公主 碧梨 萌德 断眉 黄老板 joji…,欧美-流行-清新,介绍：宝藏歌手们的歌曲收集，来体会他们创造的神秘世界歌单里不只有标题里的歌手哦 wx：wb186242,97057,5886417,267,221
【Rap】说唱嘛 跟着晃就完事了,欧美-说唱-兴奋,介绍：听之前 请一定要先看一眼歌单评论区噢！如果没看就听了 我怕你错过这个歌单！第一首歌是我自己的 希望大家可以听听看 要是不喜欢的话就直接切歌 第二首开始才是歌单的正确打开方式！(我努力持续更新哈）,83427,6141345,127,291
深情密码 | 醉入沧桑男嗓的岁月与沉浮,欧美-怀旧-流行,介绍：『嘿，宝贝儿，大叔嗓是你的菜吗？』一串串深情的密码在他们的歌声中轻轻摇曳他们低沉的嗓音里正是那一步一个深深的脚印是沉淀过的岁月啊,23325,1683094,213,746
「雷鬼音乐500首精选」雷鬼党必藏歌单,欧美-雷鬼,介绍：「雷鬼音乐500首精选」雷鬼党必藏歌单，每首歌都是经过本人精挑细选的。,5399,344066,504,37
欧美｜极品旋律 无限循环！,欧美-流行-电子,介绍：持续更新,19万,16716723,203,344
纵享丝滑好旋律,欧美-流行-说唱,介绍：旋律说唱 顾名思义就是更加注重旋律在歌曲中的部分 因其唱上的悦耳动听 说上的动人心魄 这两者的结合可谓1+1 ＞2,333,43554,170,3
欧美说唱丨惊艳耳膜的快乐音符,欧美-说唱-性感,介绍：收集了近年来说唱圈很火的Trap和Rapper们各种风格的经典作品，但大多都偏向于Melody Trap,2,2262,23,评论
欧美|单曲循环系列「持续更新」,欧美-流行-学习,介绍：ᴱᵛᵉʳʸ ⁿⁱᵍʰᵗ ʰᵃˢ ⁱᵗˢ ᵒʷⁿ ˡᵒⁿᵉˡⁱⁿᵉˢˢ晚上各有各的孤独.,6719,956422,316,155
好听到爆的温柔英文歌曲,欧美-流行-清新,介绍：每首歌都是精挑细选的哦！如果喜欢的话可以点一下收藏哦喜欢是棋逢对手，爱是甘拜下风“当我在追光 我与光同行”,526,60781,185,8
【化妆】拽姐的专属BGM,欧美-榜单-兴奋,介绍：这是哪个可人儿?oh～it's me~收藏歌单记得要关注我哦持续更新,34万,21599416,457,786
「冬日恋歌」有你在才是冬天该有的模样,欧美-流行-治愈,介绍：冬日清晨的阳光、纷纷扬扬的雪花、安全感拉满的温暖被窝……冬天让人喜欢的事情有很多“冬天时，我喜欢靠近温暖的事”“有你在才是冬天该有的模样”,112,25727,27,评论
「欧美说唱」温柔rap唱给你听,欧美-说唱-流行,介绍：心情不好的时候，这些英文歌是最好的解药。不仅可以消除烦恼，也为你增添一些快乐。不怕歌荒，优质嗓音，给你的耳朵大大的满足。或许你不知道这些歌的意思，但是总有那么一段 旋律在你的脑海循环，让你 瞬间爱上这些歌！,1753,62536,44,3
历久弥新丨放在时间胶囊里的经典记忆,欧美-影视原声,介绍：每个人心中，都有一段无法忘怀的回忆，一首歌，一部电影，就能轻易敲开尘封的旧时光，带你历遍生命里所有的温暖与感动。纵使时光无法退回，一段旋律能让我们在记忆中寻到曾经的温暖与安宁。───────────────────────────持续更新,160,26131,55,3
曼哈顿海滩的夜晚｜空气中绵延着迷人的情调,欧美-流行-浪漫,介绍：夕阳照亮了曼哈顿 哈德逊河小船踏着夕阳向远方驶去。喜欢一点点看着太阳消失在海平面再看着月牙在晚霞里一点点变亮喜欢戴着墨镜躺在沙滩上听海浪的声音喜欢一边吃着冰激凌一边吹海风喜欢趴在栈桥的栏杆上看着冲浪的人们喜欢……,65,6367,26,评论
橘色心情｜驾车飞驰在黄昏下的日落大道,欧美-驾车-旅行,介绍：开着复古老旧的敞篷车，一只手臂倚靠着车窗，在微微凉爽的傍晚，一个人沿着人烟稀少的公路高速飞驰，将城市里的光怪陆离抛却身后，跳动忽闪在黄昏橘色晚霞里的车灯像没有擦燃的火柴。车还在行驶着，不需要目的地。在日落大道浪漫出逃，除了风没有别人知道✨/封面源自网络随缘更新~,68198,3636702,31,191
「荒诞的梦」末日余欢与最后的狂奔,欧美-电子-另类/独立,介绍：着迷于假象，如海市蜃楼般的美梦。痴迷于等待，仿佛未曾存在过的景物，如触手可及的真实，如虚无缥缈的幻觉，吞噬着仅存的念想。指尖如水，划过头顶的黑夜，待黎明破茧而出，我与你在黎明中狂奔。⎯⎯⎯⎯⎯⎯⎯· 男声版,30764,904401,20,167
悠悠时光｜语调轻柔的诉说一场浪漫,欧美-浪漫-治愈,"介绍：“我在黄昏写上一封书信，载着落日的余晖和银河的浪漫。寄给你，寄给温柔本身""——————————————想和你窝在一张大大软软的床上早上拉开一点窗帘然后和你相拥着看阳光一寸寸照进来 等到下午 换上身舒服的衣服手拉着手去看场电影 在天黑后压着马路回来如果最后是你的话等个三五年也没关系",28283,1914698,47,210
仙女化妆/洗澡/敷面膜歌单 卡点 节奏,欧美-流行-快乐,介绍：日常追求：做个精致girl,86706,5776050,206,148
欧美轻快小调//让烦恼随风飘散,欧美-清新,介绍：让轻快小调带给你美好心情~大概是音乐的初衷本身就是让人放松愉悦的，所以就特别喜欢做关于令人快乐的歌单。这单精选了15首欢快小调，也算轻快小调第三弹吧，因为在之前的小调歌单的评论里看到大家说很快乐，所以就决定做下去，独乐乐不如众乐乐！,37万,19468586,15,924
〖优质男嗓〗听到就心动的声音,欧美-清晨-散步,介绍：愿这个歌单给你带来一个好心情❤️生活的节奏很快工作学习可能会很累需要适当的放松自己不如戴上耳机沉浸在音乐的世界希望这些歌曲能够打动你的心带给你一个好心情不断更新～,13万,9524195,88,576
运动必备 | 跑在风里 是热爱生活的开始,欧美-运动-快乐,介绍：坚持跑步本身就是一个律己的行为你会因此得到更规律的生活当体型转变的时候你更会知道自己做法的正确性你会是一个原则性越来越强的人这会影响到你的人格魅力封面：彭于晏,3,1691,35,评论
节奏控｜怦然心动的优美旋律,欧美-流行-电子,介绍：节奏控，夏日福利来了！清爽旋律，流畅节奏，给你耳朵大大的满足。精选好听的欧美流行好歌，希望夏日给你带来一丝凉爽好心情选的都是自己非常喜欢的歌曲不能保证每一首都符合你的口味但保证每一首都是用心之选会持续更新哦…喜欢可以收藏…,1357,207533,127,5
R&B·沉浸在克莱因蓝的浪漫中,欧美-R&B/Soul-蓝调,介绍：舒缓却不失单调，婉转起伏中不经意间的慵懒情调，释放出暧昧烂漫的气味，或许这就是R&B的魅力之处。像月色海滩，像我和你交相辉映。此歌单包含歌曲类型R&B / Trap Soul/ Jazz 等。,9148,536838,364,44
♪适合学习英语的歌曲,欧美-经典-学习,介绍：——适合学习英语的歌曲——·初心不负相信大部分人听英文歌都是为了学习英语吧~·朝花惜拾当初接触的第一首英文歌是英语老师播放的《Take me to your heart》经过多年的英文学习历程，被老师们推荐了很多英文歌。身为英语专业的毕业生，把上学期间老师推荐的英文歌都收集了。还收集了一些自己感觉好听合适的~选曲都是慢节奏和发音比较清楚的英文歌曲，希望大家通过这个歌单有自己的收获♡--------- ---------封面人物:抖森,18万,8985519,172,844
欧美烟嗓丨大叔嗓、,欧美-酒吧-经典,介绍：烟嗓是一种很高的声乐技巧，是通过发声时是声带部分振动，然后通过共鸣腔来放大，使得本来较为完美的中声区具有金属的质感。大叔嗓是干脆利落的讲话和浑厚低沉略显沧桑的嗓音。,3845,366683,499,27
旋律说唱，听你诉说这个世界,欧美-说唱-放松,介绍：旋律性的说唱歌曲应该能引起很多共鸣，好听又有态度的音乐，歌词虽然有很多露骨，却以柔情的方式述说自己的态度和经历，甚至是最真实的自己，揭露的是最现实的世界，这也是Hip-Hop最有魅力的地方吧,62530,4434506,52,313
青柠味复古 ✘ 凌步夏傍西海岸的空幻,欧美-电子-怀旧,介绍：青柠味 复古↓ ↓清新式 风格Retro vibe ——— 复古氛围 ♡炎燥的七月之夏悄然而来渐然感受到夏季的腹心不如停下打开流行萌动的电子歌单 ———再次打开久却未闻的复古唱片机、再次拿出曾经心爱的黑胶、再次感受昔日步履的时光如同驾车旅于傍晚美国西海岸的沿太平洋环路沿途高耸矗立的加州蒲葵远眺不息之城感受浓厚的西海岸气息若如置身于氤氲森丛却弥漫海盐环流复古之夏七月既望驾车游于西海岸之上清风徐来 爽澈不息少焉 傍晚之霞转眼即逝月出于万城之上此非汝之难忘时刻乎？● 第1 - 20首 17:15～18:00（复古迷电子——适驾游或漫步前期，若如晚霞逼近，怀念情怀渐入心扉）● 第21 - 30首 18:00～18:45（独立轻摇滚——若如晚霞渐逝，星辰浮现，远眺红紫高空，深感如同薄荷味的清凉气息）● 第31 - 48首 18:45～19:40（软民谣抒情——已然夜空在即，夜晚听慢歌，别种风情已上心头）—————————————————————————【后记】这个歌单是我整一年的心血，直到起好名称后两天也一直在听歌采样，选搜最贴切我心水，最符合我要求的曲风，已然一晃两年，因为在我心目中的复古乐总游离于90年代的新风格，例如现称R&B天后的牛姐 90年代的早年专辑复古气息非常浓厚（强推There's Got To Be A Way），当然现在的音乐人也会有念古情怀（例如霉霉的Welcome To New York，也是复古气息满满）涉猎多种题材电影，捕捉对类风格插曲（再如《爱你，西蒙》里，原声带里几乎都符合我要找的曲风，请猛戳《Wild Heart》） 后面的轻盈摇滚风格的曲风也是采样复古元素，这类的曲风真的不易找到，对味的可谓少之又少！(给我的感觉就仿佛置身美国西海岸，太平洋湿润清新流萦绕周身) 每首歌我都会听30遍以上，每一首精挑细选，每一首都喜欢。这张歌单，可以说，是我所创所有之中的精华了，愿余之努力，诸位有目共睹。有不当还请大家轻喷指正—————————————————————————文：全自撰封面: 西海岸特有高耸蒲葵，落日余晖，落霞与即来的深邃夜空形成弧渐变，视觉好感加分难休,12万,6676148,48,783
【精选车载音乐】【Maxinida Aglag】,民族-感动-欧美,介绍：salam的动态 uyghur 精神慢摇等等.2022-年最新曲子、最新改版歌曲【微 Q/..325940520】希望大家多支持，多多赞不要忘记按收藏。,5,250,147,评论
史上最耐听的经典英文歌曲与名人异国同唱,欧美-经典-流行,介绍：本单收集宝经风霜的英文语系和欧美名人传唱的经典名曲!一—感人至深的歌声深深打动了世人的情感!一一感动的音乐就是我们心中最美音乐!一一无论时代怎样发展变化!一一能唱出人们心中共鸣的情感!一一往往也是你所追思的！,17766,1452664,635,76
275首值得一生欣听的英文歌,欧美-英伦-经典,介绍：最让你心动的英文歌，你不知道的欧美世界，需要慢慢琢磨出来。经过我精挑细听长时间产生的集合单，值得珍藏。,11万,9927315,275,405
开车听的美国乡村音乐（A）,欧美-乡村-驾车,介绍：这是我精选的适合开车听的乡村音乐，包括Blake Shelton、Alan Jackson、Easton Corbin等美国著名乡村音乐歌手的歌曲，整个歌单的音乐风格从轻快到温和，歌曲的节奏感也很强，我亲测在开车，尤其是长途驾车时提神的效果非常好，而且有那种在美国西部州际公路上驾车的感觉^_^        这个歌单的很多歌曲都来自美国的一个网络乡村音乐电台，是我在玩美国卡车模拟时游戏内置的网络电台收听到的，电台的音乐主题正是卡车司机路上听的歌，所以这也是这个歌单适合开车听的原因，也是歌单封面使用了我玩美国卡车模拟的游戏截图的原因，个人认为是截的不错的几张之一；       还有一些歌曲的来源是平时自己搜集和偶然听到觉得不错收藏的，所以以后也会持续更新这个歌单分为A、B两张，A歌单气氛比较欢快，B歌单气氛更加深沉，两个歌单都有各自的风格，适合不同的时候欣赏。        希望大家能喜欢，如果觉得好听，请点一下收藏、也希望大家转发给更多人欣赏，更欢迎大家在评论区多多指教！(´･ω･`),16333,826516,159,104
蓝调R&B｜布鲁斯 旋律的随性与独特,欧美-R&B/Soul-蓝调,介绍：我接到这世界节日的请柬，我的生命受了祝福。我的眼睛看见了美丽的景象，我的耳朵也听见了醉人的音乐。——《吉檀迦利》泰戈尔节奏布鲁斯(英语:Rhythmand Blues，简称:R&B或 RnB，意为节奏蓝调)，布鲁斯与爵士乐，是R&B的重要组成部分。蓝调又是自由无约束的音乐风格，他们相融构成了节奏感浓重，却又无拘无束可以随意变化不失优美。现代节奏布鲁斯：编制特征包含电音形式录音制作的风格、类比鼓机制式节奏。以及一种较为柔和、圆浑丰厚的歌声。虽然其多与黑人灵歌那更富激越而情感高亢的音乐类别所互通，然则两者实互有不可或缺的重合元素。,370,33577,85,2
Bedroom Pop森室恋歌/都市人的忘忧乐园,欧美-夜晚-治愈,介绍：梦幻独立赏/午夜调频，远离尘世喧嚣日落跌进迢迢星野呓语者予梦的解析每一个在白天像英雄一样厮杀的人都曾有过需要午夜调频来宽慰身心或寂寥心事在黑暗的夜晚，安静的世界打开双耳，调子平缓慵懒、性感、缠绵、呓语呢喃…缓慢的鼓点和迷幻的氛围感性与慵懒交融在一起，未经丝毫刻意雕琢轻而易举地把轻盈的仙气融入每一个音符在音乐缭绕中触碰纯净，梦幻的精神远方在抽象共鸣的宇宙里如同褪黑素一样的疗效，催眠也好安眠也罢感受属于自己的沉静与梦幻或是一些难忘的幻想与回味那一抹自由瞬间治愈了坏天气坏心情…选曲: 主涉Bedroom Pop，也融入多元: Indie rock、Dream pop、Synth pop、Lofi…(另类独立)场景: 适合都市人「放松神经」的 Urban 歌单,4183,190762,32,31
声色撩人丨一见倾心 迷醉旋律摄入100%,欧美-R&B/Soul-放松,介绍：Leave my loneliness unbroken.——Edgar Allan Poe.舒缓或轻快的节奏，细腻的情绪带着些许温柔的伤感，散落在朦胧的灯影下，跳动在氤氲的空气中。沉浸在光晕的旋律色彩里，在梦和记忆的边缘，回温流逝的时光，奇特入迷。歌单风格：Melodic Rap/R&B───────────────────────────持续更新,2424,203039,293,45
欧美经典丨乡村音乐、,欧美-乡村-经典,介绍：乡村音乐的主要有：蓝草音乐（Bluegress）、山地歌曲（Hillbilly）、酒吧音乐（Honkytonk），山地摇滚（Rockabilly）、乡村摇摆（Country-swing）、卡郡音乐（Cajun）等,1201,107312,1635,3
「指环王」中古民谣，凯尔特中古风,欧美-民谣-民族,介绍：致敬永恒的经典永恒的指环王永恒的霍比特人欧洲中世纪民谣（不完全纪实，包含艺术影视作品）,18万,5435512,53,2515
除躁电境☁心随音动，悠然宜放空,欧美-电子-流行,介绍：当你感到疲倦就打开这张歌单，不算刺激的电音听感也可以为你带来快乐与另一种轻松的娱乐方式。It is not at another place but this place.不在别处，而在此处。It is not for another hour but this hour.不为他时，只顾今朝。Happiness is not a destination， but away of life.幸福不是终点，而是一种生活方式。除躁电境☁心随音动，悠然宜放空,6,132,186,评论
秋日咖啡店 | 充满阳光的下午茶,欧美-民谣-治愈,介绍：“往咖啡里扔了一颗糖球看着它渐渐化开满足的喝了一口”,2091,173084,69,7
【节奏控】｜健身歌单,流行-欧美-运动,介绍：都说音乐是人类共同的语言，健身时听音乐效果很神奇！好的运动离不开好的音乐，在这里！你能在运动中感受到你的脂肪同时也能感受到节奏的舞动。现在的你！还在等待什么！快随着音乐一起燃烧起来！let it go！！！,24166,2610426,276,75
可以单曲循环的摇滚歌曲,欧美-流行-摇滚,介绍：I love Rock——摇滚不只是另类，摇滚也不只是流行，摇滚不是长发、皮衣、吉他加架子鼓，摇滚更不只是一个大喊大叫的沙嗓子！摇滚不仅是一种音乐形态，实际上它是一种‘人生态度和哲学,30239,1795654,26,307
『Neo Soul』了解一下新感觉灵魂乐吧,欧美-R&B/Soul,介绍：======== Neo Soul ========,25671,1105405,175,95
灵魂R&B✨旋律如云☁️飘渺随性,欧美-R&B/Soul-放松,介绍：我接到这世界节日的请柬，我的生命受了祝福。我的眼睛看见了美丽的景象，我的耳朵也听见了醉人的音乐。——《吉檀迦利》泰戈尔节奏布鲁斯(英语:Rhythmand Blues，简称:R&B或 RnB，意为节奏蓝调)，布鲁斯与爵士乐，是R&B的重要组成部分。蓝调又是自由无约束的音乐风格，他们相融构成了节奏感浓重，却又无拘无束可以随意变化不失优美。灵魂布鲁斯（R&B/Soul）一种传统蓝调和 60 年代灵魂音乐的快速旋律的熔合物，灵魂蓝调是涵盖两种传统的艺人。以标准的蓝调乐队为基础——钢琴、吉它、贝斯、口琴和打击乐——有时加入节奏蓝调曲调的管乐，灵魂蓝调的音乐家们延伸了传统的界线，又保持了灵魂乐的根基。,274,30743,36,评论
「跑步歌单」come on一起变好！,欧美-运动-兴奋,介绍：答案交给时间寻觅，未来不负时光所期不管遇见什么，别辜负了今天沉寂在夜的黑暗中，等待黎明的到来格局打开自律，健身，丰富自己！,9,353,27,评论
英文歌循环·质感轻柔且温暖迷醉,欧美-流行-安静,介绍：行吧 又把我简介吞了 还是那句话 基本都是单主单曲循环过的 可以用来图书馆看书听 也可以用来缓解压力 温柔向 很治愈哈 说再多也没用 不如大家听听即可～,60210,5177867,94,238
·6ix Star吹爆好听英文歌,欧美-流行-摇滚,介绍：都是自己爱听的⁽ ¨̮⁾有好听的歌也可以推荐给我哦,29439,2167909,1028,124
顶级潮牌门店音乐,欧美-酒吧-电子,介绍：欧美流行，前卫电子，清新摇滚都在此单。,34169,2867249,3212,261
欧美经典丨蓝调布鲁斯、,欧美-蓝调-经典,介绍：Blues风格分为：B.B.King、John Lee Hooker、Etta Baker、Junior Wells和Buddy Guy等，，，灵魂乐指的是灵魂和R&B(Rhythm and Blues，译作“节奏怨曲”或“节奏布鲁斯”),2696,184324,347,6
灵 魂 之 声 | R&B S O U L,欧美-流行-R&B/Soul,介绍：R&B/SOUL经典系列,18456,1153344,1423,164
油 管 `好听到爆的英文,欧美-R&B/Soul-说唱,介绍：一 只 脏 猴 子,19万,15620346,244,671
会让你心情变好的英文歌单❤,流行-快乐-欧美,介绍：每一首歌呀，都是我精心挑选的～也感谢在茫茫歌单中能够与你相遇，这真的是一个奇妙的缘分呢，哈哈哈，悄悄告诉你哦，这是一个被施了魔法的歌单，当你听了就中了魔法喔！每次我心情不好时都会听呢～每一首歌呀，一听觉得生活并没有那么无趣觉得困难并没有那么难觉得学习并没有那么枯燥我们总觉得生活越来越无趣，甚至觉得没有意思。其实我们过得没有意思，不是因为我们生活越来越好，而是我们越来越懒，自己生活方式本身就很无趣。愿你能一直保持最好的状态，有事做，有人爱，有所期待，因为这就是幸福的模样～希望这首歌单可以为你带来好心情～2022年啦，祝来访的人能够天天开心呐~ 不定期更新中……不喜勿喷勿酸，请尊重作者的歌单封面：戳爷作者有话说：刚开始创建这个歌单的时候，我真的没想到会有这么多人和我口味相同啊哈哈，我的初心很简单就是在某一个平凡的日子创建了一个平凡的英文歌单，把自己喜欢的歌加里面，自己平时听听就觉得心情愉快，后来的后来没想到有这么多人喜欢，我也收到了许多人的私信，感谢我，这真的让我感到很幸福，每次加进歌曲的时候我都会在心中默默许愿这首歌能够给你带来快乐，我就能感到幸福，嘻嘻，赠人玫瑰手有余香嘛，我也不会忘记我的初心的，如果有想倾诉的话可以给我私信哦，我来给你疏导！做你的小太阳，嘻嘻（私信我一般都会看的，只不过有时忙的时候可能给你回复会比较慢）,96万,75259104,521,3463
「女声控」音色沁人心 旋律美如画,欧美-流行-电子,介绍：女声控福利来啦-=≡Σ((( つ•̀ω•́)つ————《 女声 精选 》———————空灵女声 | 旋律至上———UP主特别推荐国人单曲 顺序NO.1—————排 序 说 明—————❤ 01 ~ 30为U P主精选特别推荐❤110 ~ 238 为 官方MV编排曲目❤239 ~ 286 为*Remix*编排曲目,20万,12714815,282,1043
欧美撩耳旋律｜心动节拍♥浪漫主义,欧美-电子-浪漫,介绍：ᴬ ᵗⁱʳᵉᵈ ˡⁱᶠᵉ ⁿᵉᵉᵈˢ ᵃ ᵍᵉⁿᵗˡᵉ ᵈʳᵉᵃᵐ ᵃⁿᵈ ᵃ ˡᵒᵛᵉᵈ ᵒⁿᵉ.疲惫的生活需要一个温柔的梦和一个很爱的人曲风：Electro Pop，Progressive House，Future Bass，Melodic Dubstep，Midtempo，Future House等。欧美撩耳旋律｜心动节拍♥浪漫主义,1310,220102,272,10
I'm the Queen ｜ 拽姐专属BGM ,欧美-说唱-性感,介绍：并不是所有女孩都是用糖果、香料和美好的东西做成的有些女孩，生来即代表冒险、美酒、智慧与无所畏惧女孩 不该只有一副模样自信点 勇敢向前冲吧,12,1237,85,评论
Trap Rap R&B 杂…」,欧美-说唱-R&B/Soul,介绍：杂（仅个人喜好）,15万,9192085,627,534
